시도,시군구,월,발생건수,사망자수,부상자수,중상,경상,부상신고
경남,남해군,06월,12,1,27,7,16,4
경남,남해군,07월,13,1,23,7,8,8
경남,남해군,08월,20,2,24,11,10,3
경남,남해군,09월,12,0,25,9,6,10
경남,남해군,10월,21,2,30,14,11,5
경남,남해군,11월,19,0,25,18,5,2
경남,남해군,12월,16,0,21,10,8,3
경남,하동군,01월,11,2,20,9,6,5
경남,하동군,02월,9,0,11,6,5,0
경남,하동군,03월,22,0,34,15,18,1
경남,하동군,04월,17,0,26,9,17,0
경남,하동군,05월,18,3,20,7,12,1
경남,하동군,06월,15,1,22,10,12,0
경남,하동군,07월,15,1,25,9,16,0
경남,하동군,08월,14,0,16,6,8,2
경남,하동군,09월,8,1,9,5,4,0
경남,하동군,10월,15,0,25,11,13,1
경남,하동군,11월,9,3,11,8,3,0
경남,하동군,12월,11,2,19,10,7,2
경남,산청군,01월,6,1,11,6,2,3
경남,산청군,02월,11,0,13,9,2,2
경남,산청군,03월,15,0,24,11,8,5
경남,산청군,04월,19,0,31,14,13,4
경남,산청군,05월,20,1,28,15,11,2
경남,산청군,06월,12,0,23,9,12,2
경남,산청군,07월,19,0,30,14,13,3
경남,산청군,08월,18,2,35,13,16,6
경남,산청군,09월,8,0,14,8,6,0
경남,산청군,10월,9,1,12,6,5,1
경남,산청군,11월,14,1,21,10,8,3
경남,산청군,12월,8,1,11,2,5,4
경남,함양군,01월,14,1,25,12,9,4
경남,함양군,02월,11,1,12,4,8,0
경남,함양군,03월,18,0,22,5,10,7
경남,함양군,04월,12,0,15,7,5,3
경남,함양군,05월,16,1,25,10,10,5
경남,함양군,06월,23,0,33,11,18,4
경남,함양군,07월,21,0,30,8,12,10
경남,함양군,08월,15,0,21,10,7,4
경남,함양군,09월,11,2,14,5,7,2
경남,함양군,10월,19,2,25,13,8,4
경남,함양군,11월,15,0,19,11,6,2
경남,함양군,12월,17,0,26,15,8,3
경남,거창군,01월,25,1,37,19,16,2
경남,거창군,02월,10,1,9,7,2,0
경남,거창군,03월,20,0,29,10,17,2
경남,거창군,04월,23,1,29,20,9,0
경남,거창군,05월,23,2,25,15,9,1
경남,거창군,06월,20,3,25,13,9,3
경남,거창군,07월,24,2,28,14,11,3
경남,거창군,08월,34,0,41,28,13,0
경남,거창군,09월,29,0,46,24,21,1
경남,거창군,10월,14,0,19,9,10,0
경남,거창군,11월,15,1,24,19,5,0
경남,거창군,12월,27,1,34,20,14,0
경남,합천군,01월,10,0,16,6,10,0
경남,합천군,02월,9,1,14,8,6,0
경남,합천군,03월,11,0,14,7,7,0
경남,합천군,04월,26,3,37,21,15,1
경남,합천군,05월,9,1,14,8,6,0
경남,합천군,06월,19,1,23,8,14,1
경남,합천군,07월,18,1,24,5,17,2
경남,합천군,08월,21,1,36,10,25,1
경남,합천군,09월,18,0,20,5,14,1
경남,합천군,10월,12,1,14,7,7,0
경남,합천군,11월,15,4,19,14,5,0
경남,합천군,12월,12,1,19,8,10,1
경남,창원시(통합),01월,261,9,360,113,233,14
경남,창원시(통합),02월,218,10,281,98,172,11
경남,창원시(통합),03월,249,4,366,94,255,17
경남,창원시(통합),04월,336,6,482,152,310,20
경남,창원시(통합),05월,270,3,394,121,267,6
경남,창원시(통합),06월,279,7,389,126,251,12
경남,창원시(통합),07월,259,5,393,119,254,20
경남,창원시(통합),08월,252,8,363,99,256,8
경남,창원시(통합),09월,228,2,332,94,218,20
경남,창원시(통합),10월,288,7,421,149,262,10
경남,창원시(통합),11월,240,6,356,102,243,11
경남,창원시(통합),12월,243,8,323,107,208,8
제주,제주시,01월,187,1,295,59,198,38
제주,제주시,02월,240,4,349,64,257,28
제주,제주시,03월,274,2,445,64,331,50
제주,제주시,04월,268,5,414,92,288,34
제주,제주시,05월,251,3,361,69,248,44
제주,제주시,06월,257,1,429,86,293,50
제주,제주시,07월,311,1,452,84,321,47
제주,제주시,08월,288,5,432,94,279,59
제주,제주시,09월,238,4,373,79,235,59
제주,제주시,10월,288,9,430,92,280,58
제주,제주시,11월,271,1,406,91,273,42
제주,제주시,12월,298,8,437,106,296,35
제주,서귀포시,01월,82,2,143,49,69,25
제주,서귀포시,02월,89,2,150,50,84,16
제주,서귀포시,03월,89,2,143,40,87,16
제주,서귀포시,04월,121,4,206,69,98,39
제주,서귀포시,05월,88,0,148,52,78,18
제주,서귀포시,06월,98,3,143,49,77,17
제주,서귀포시,07월,126,2,217,65,126,26
제주,서귀포시,08월,109,5,194,55,123,16
제주,서귀포시,09월,97,1,170,50,107,13
제주,서귀포시,10월,115,5,165,41,109,15
제주,서귀포시,11월,124,6,182,50,119,13
제주,서귀포시,12월,125,4,201,47,121,33
대구,중구,01월,102,0,150,32,94,24
대구,중구,02월,64,1,90,22,58,10
대구,중구,03월,88,0,137,29,92,16
대구,중구,04월,82,0,122,24,82,16
대구,중구,05월,103,1,157,45,89,23
대구,중구,06월,88,0,138,23,93,22
대구,중구,07월,112,2,165,36,105,24
대구,중구,08월,101,0,143,28,92,23
대구,중구,09월,108,1,157,30,109,18
대구,중구,10월,102,0,141,48,76,17
대구,중구,11월,91,1,124,35,74,15
대구,중구,12월,109,2,165,27,109,29
대구,동구,01월,133,2,186,53,121,12
대구,동구,02월,112,2,172,45,112,15
대구,동구,03월,135,3,215,44,155,16
대구,동구,04월,145,2,200,50,139,11
대구,동구,05월,159,1,219,56,148,15
대구,동구,06월,109,0,166,46,116,4
대구,동구,07월,132,0,193,38,136,19
대구,동구,08월,110,3,176,42,120,14
대구,동구,09월,144,1,187,53,117,17
대구,동구,10월,151,2,213,69,124,20
대구,동구,11월,145,1,218,56,147,15
대구,동구,12월,135,4,199,51,134,14
대구,서구,01월,102,1,137,38,90,9
대구,서구,02월,101,1,145,25,102,18
대구,서구,03월,128,1,175,52,112,11
대구,서구,04월,118,2,156,42,97,17
대구,서구,05월,116,1,162,38,110,14
대구,서구,06월,118,1,161,43,102,16
대구,서구,07월,113,0,156,51,91,14
대구,서구,08월,93,0,136,33,88,15
대구,서구,09월,111,3,162,36,110,16
대구,서구,10월,104,0,156,39,104,13
대구,서구,11월,107,3,161,37,102,22
대구,서구,12월,112,2,159,36,99,24
대구,남구,01월,70,1,104,31,58,15
대구,남구,02월,52,0,81,13,65,3
대구,남구,03월,76,1,93,27,60,6
대구,남구,04월,65,0,78,17,52,9
대구,남구,05월,84,0,133,28,90,15
대구,남구,06월,65,0,88,18,58,12
대구,남구,07월,86,1,136,28,103,5
대구,남구,08월,60,0,101,22,69,10
대구,남구,09월,78,3,106,30,65,11
대구,남구,10월,75,3,111,36,59,16
대구,남구,11월,79,0,112,35,72,5
대구,남구,12월,69,2,83,19,58,6
대구,북구,01월,179,4,251,52,180,19
대구,북구,02월,158,2,235,54,162,19
대구,북구,03월,193,3,272,62,190,20
대구,북구,04월,217,2,298,78,194,26
대구,북구,05월,212,2,301,69,201,31
대구,북구,06월,183,5,262,66,176,20
대구,북구,07월,182,4,271,76,179,16
대구,북구,08월,181,0,273,65,191,17
대구,북구,09월,191,2,281,60,202,19
대구,북구,10월,218,4,299,75,200,24
대구,북구,11월,185,1,290,61,214,15
대구,북구,12월,199,1,293,66,205,22
대구,수성구,01월,180,4,270,68,179,23
대구,수성구,02월,124,0,190,43,120,27
대구,수성구,03월,175,5,242,64,153,25
대구,수성구,04월,177,2,245,57,162,26
대구,수성구,05월,167,2,235,62,152,21
대구,수성구,06월,175,4,249,58,179,12
대구,수성구,07월,153,1,227,63,134,30
대구,수성구,08월,155,1,234,64,151,19
대구,수성구,09월,156,2,229,57,158,14
대구,수성구,10월,165,1,212,64,120,28
대구,수성구,11월,167,3,230,60,150,20
대구,수성구,12월,177,2,247,67,154,26
대구,달서구,01월,233,1,322,55,239,28
대구,달서구,02월,214,1,328,65,233,30
대구,달서구,03월,292,0,386,86,270,30
대구,달서구,04월,262,1,375,80,279,16
대구,달서구,05월,288,4,417,90,303,24
대구,달서구,06월,248,1,357,65,273,19
대구,달서구,07월,245,3,335,67,238,30
대구,달서구,08월,250,2,345,71,251,23
대구,달서구,09월,250,2,365,79,267,19
대구,달서구,10월,254,3,355,81,247,27
대구,달서구,11월,281,3,402,82,293,27
대구,달서구,12월,272,4,375,75,278,22
대구,달성군,01월,75,3,99,41,55,3
대구,달성군,02월,57,1,89,20,68,1
대구,달성군,03월,60,5,98,34,60,4
대구,달성군,04월,68,0,99,37,60,2
대구,달성군,05월,64,2,95,33,58,4
대구,달성군,06월,65,1,96,45,50,1
대구,달성군,07월,69,0,90,32,55,3
대구,달성군,08월,80,2,113,36,74,3
대구,달성군,09월,57,6,81,24,54,3
대구,달성군,10월,78,2,116,37,77,2
대구,달성군,11월,53,2,69,25,41,3
대구,달성군,12월,72,3,111,32,75,4
인천,중구,01월,47,2,81,13,61,7
인천,중구,02월,31,0,60,15,43,2
인천,중구,03월,26,0,37,13,22,2
인천,중구,04월,35,1,102,32,64,6
인천,중구,05월,47,0,79,17,54,8
인천,중구,06월,30,0,44,15,28,1
인천,중구,07월,43,0,70,16,45,9
인천,중구,08월,42,0,66,19,47,0
인천,중구,09월,26,0,40,14,24,2
인천,중구,10월,36,2,56,15,37,4
인천,중구,11월,36,0,59,18,36,5
인천,중구,12월,31,0,49,15,27,7
인천,동구,01월,8,0,16,2,9,5
인천,동구,02월,4,0,8,2,6,0
인천,동구,03월,17,1,23,8,15,0
인천,동구,04월,15,0,32,9,20,3
인천,동구,05월,13,0,35,7,26,2
인천,동구,06월,14,1,18,5,13,0
인천,동구,07월,10,0,19,5,11,3
인천,동구,08월,14,1,21,5,13,3
인천,동구,09월,7,1,12,4,8,0
인천,동구,10월,13,0,13,7,6,0
인천,동구,11월,11,0,14,6,8,0
인천,동구,12월,14,1,21,7,13,1
인천,남구,01월,91,1,128,34,92,2
인천,남구,02월,97,1,136,38,91,7
인천,남구,03월,93,2,127,38,85,4
인천,남구,04월,115,3,164,35,116,13
인천,남구,05월,89,2,120,28,88,4
인천,남구,06월,77,1,114,17,93,4
인천,남구,07월,101,2,162,21,124,17
인천,남구,08월,120,0,189,41,139,9
인천,남구,09월,109,2,154,24,123,7
인천,남구,10월,128,5,182,31,137,14
인천,남구,11월,101,1,152,34,109,9
인천,남구,12월,94,2,132,31,91,10
인천,부평구,01월,138,0,207,45,151,11
인천,부평구,02월,116,0,175,47,120,8
인천,부평구,03월,118,0,167,45,116,6
인천,부평구,04월,125,0,185,57,119,9
인천,부평구,05월,133,3,204,54,145,5
인천,부평구,06월,123,0,157,47,101,9
인천,부평구,07월,108,1,155,35,115,5
인천,부평구,08월,104,0,140,37,99,4
인천,부평구,09월,109,4,149,30,114,5
인천,부평구,10월,136,1,192,45,140,7
인천,부평구,11월,141,2,211,41,167,3
인천,부평구,12월,123,1,185,47,136,2
인천,남동구,01월,161,2,255,61,188,6
인천,남동구,02월,148,0,208,55,148,5
인천,남동구,03월,163,2,232,62,166,4
인천,남동구,04월,161,3,269,70,193,6
인천,남동구,05월,181,6,265,66,190,9
인천,남동구,06월,147,3,198,51,141,6
인천,남동구,07월,158,2,257,44,206,7
인천,남동구,08월,146,0,210,47,156,7
인천,남동구,09월,152,3,238,34,194,10
인천,남동구,10월,164,1,228,57,166,5
인천,남동구,11월,169,1,247,63,180,4
인천,남동구,12월,176,2,253,42,193,18
인천,서구,01월,137,6,203,54,140,9
인천,서구,02월,100,3,160,32,116,12
인천,서구,03월,119,1,163,45,112,6
인천,서구,04월,144,0,219,58,157,4
인천,서구,05월,119,1,178,41,135,2
인천,서구,06월,100,3,153,55,89,9
인천,서구,07월,129,1,175,41,130,4
인천,서구,08월,130,3,219,51,162,6
인천,서구,09월,122,4,160,38,110,12
인천,서구,10월,149,3,229,51,170,8
인천,서구,11월,109,2,140,35,101,4
인천,서구,12월,114,1,182,34,141,7
인천,연수구,01월,63,2,99,37,60,2
인천,연수구,02월,66,3,85,30,53,2
인천,연수구,03월,58,1,81,30,48,3
인천,연수구,04월,67,0,96,24,69,3
인천,연수구,05월,62,3,87,28,56,3
인천,연수구,06월,56,1,83,25,56,2
인천,연수구,07월,51,3,73,31,42,0
인천,연수구,08월,42,0,55,29,25,1
인천,연수구,09월,45,0,64,24,36,4
인천,연수구,10월,62,1,80,24,51,5
인천,연수구,11월,55,1,76,25,47,4
인천,연수구,12월,55,1,96,34,62,0
인천,계양구,01월,85,0,128,42,78,8
인천,계양구,02월,60,1,105,25,77,3
인천,계양구,03월,81,1,121,30,87,4
인천,계양구,04월,80,1,116,35,70,11
인천,계양구,05월,81,1,129,34,85,10
인천,계양구,06월,79,0,118,29,83,6
인천,계양구,07월,85,0,120,38,69,13
인천,계양구,08월,71,2,97,33,59,5
인천,계양구,09월,65,1,93,24,62,7
인천,계양구,10월,98,2,126,37,83,6
인천,계양구,11월,75,0,105,27,69,9
인천,계양구,12월,87,0,116,23,84,9
인천,강화군,01월,13,1,31,14,17,0
인천,강화군,02월,10,2,15,6,9,0
인천,강화군,03월,18,1,23,11,8,4
인천,강화군,04월,19,0,28,9,16,3
인천,강화군,05월,22,3,33,8,25,0
인천,강화군,06월,17,0,31,9,21,1
인천,강화군,07월,19,1,25,12,13,0
인천,강화군,08월,18,1,29,12,17,0
인천,강화군,09월,10,0,18,7,10,1
인천,강화군,10월,24,3,42,11,29,2
인천,강화군,11월,30,2,35,16,19,0
인천,강화군,12월,10,1,14,6,8,0
인천,옹진군,01월,1,0,1,0,0,1
인천,옹진군,03월,1,0,1,0,0,1
인천,옹진군,04월,5,0,9,2,6,1
인천,옹진군,05월,7,2,10,6,4,0
인천,옹진군,06월,7,0,21,6,15,0
인천,옹진군,07월,4,0,5,1,3,1
인천,옹진군,08월,3,1,5,3,2,0
인천,옹진군,09월,3,0,3,0,2,1
인천,옹진군,10월,1,1,0,0,0,0
인천,옹진군,11월,5,1,4,1,3,0
인천,옹진군,12월,2,2,0,0,0,0
광주,동구,01월,45,1,67,15,46,6
광주,동구,02월,35,1,50,14,32,4
광주,동구,03월,47,1,79,13,64,2
광주,동구,04월,42,0,69,14,53,2
광주,동구,05월,25,1,44,7,36,1
광주,동구,06월,33,0,54,8,44,2
광주,동구,07월,43,0,68,11,52,5
광주,동구,08월,37,0,63,8,54,1
광주,동구,09월,36,1,49,7,41,1
광주,동구,10월,45,2,77,12,64,1
광주,동구,11월,35,1,49,9,39,1
광주,동구,12월,51,0,81,14,67,0
광주,서구,01월,137,3,226,25,198,3
광주,서구,02월,162,1,286,26,254,6
광주,서구,03월,164,0,271,38,224,9
광주,서구,04월,163,1,290,30,256,4
광주,서구,05월,179,1,286,30,245,11
광주,서구,06월,139,2,253,34,212,7
광주,서구,07월,172,2,285,33,242,10
광주,서구,08월,179,1,311,26,270,15
광주,서구,09월,134,3,259,29,221,9
광주,서구,10월,163,0,273,30,236,7
광주,서구,11월,163,3,267,26,234,7
광주,서구,12월,169,1,248,38,201,9
광주,북구,01월,169,1,285,36,245,4
광주,북구,02월,150,0,259,39,215,5
광주,북구,03월,170,4,263,21,230,12
광주,북구,04월,209,1,305,44,253,8
광주,북구,05월,186,0,304,35,247,22
광주,북구,06월,203,3,317,41,262,14
광주,북구,07월,172,1,273,43,215,15
광주,북구,08월,194,1,323,42,271,10
광주,북구,09월,164,1,307,35,265,7
광주,북구,10월,186,2,279,38,227,14
광주,북구,11월,204,1,312,41,267,4
광주,북구,12월,171,3,263,38,224,1
광주,광산구,01월,124,2,221,35,183,3
광주,광산구,02월,164,2,288,36,240,12
광주,광산구,03월,174,0,315,44,262,9
광주,광산구,04월,181,2,290,42,242,6
광주,광산구,05월,150,2,225,30,187,8
광주,광산구,06월,150,2,236,46,179,11
광주,광산구,07월,169,2,281,31,244,6
광주,광산구,08월,149,1,234,30,197,7
광주,광산구,09월,173,5,287,36,237,14
광주,광산구,10월,189,5,304,43,256,5
광주,광산구,11월,173,3,289,44,232,13
광주,광산구,12월,163,5,253,33,205,15
광주,남구,01월,77,0,117,11,100,6
광주,남구,02월,55,0,93,12,78,3
광주,남구,03월,60,1,83,11,67,5
광주,남구,04월,65,2,97,13,80,4
광주,남구,05월,70,0,105,13,89,3
광주,남구,06월,72,2,127,17,105,5
광주,남구,07월,71,0,109,15,86,8
광주,남구,08월,61,0,103,12,83,8
광주,남구,09월,60,3,86,11,75,0
광주,남구,10월,68,0,96,14,79,3
광주,남구,11월,81,0,118,23,93,2
광주,남구,12월,79,2,114,19,90,5
대전,동구,01월,84,1,141,24,114,3
대전,동구,02월,82,0,115,33,80,2
대전,동구,03월,86,1,120,30,87,3
대전,동구,04월,89,0,141,37,97,7
대전,동구,05월,75,1,107,25,77,5
대전,동구,06월,91,1,130,30,93,7
대전,동구,07월,100,4,150,28,120,2
대전,동구,08월,88,2,132,31,100,1
대전,동구,09월,108,5,161,35,123,3
대전,동구,10월,111,1,151,33,115,3
대전,동구,11월,88,0,119,27,92,0
대전,동구,12월,77,3,110,29,78,3
대전,중구,01월,98,0,145,28,116,1
대전,중구,02월,96,1,146,40,105,1
대전,중구,03월,105,1,163,39,121,3
대전,중구,04월,121,0,189,54,133,2
대전,중구,05월,128,0,203,37,164,2
대전,중구,06월,109,1,160,33,124,3
대전,중구,07월,102,2,155,44,111,0
대전,중구,08월,116,1,152,37,111,4
대전,중구,09월,109,1,149,49,99,1
대전,중구,10월,119,1,160,44,115,1
대전,중구,11월,108,3,152,34,118,0
대전,중구,12월,102,1,175,34,133,8
대전,서구,01월,199,2,307,58,247,2
대전,서구,02월,173,0,232,43,187,2
대전,서구,03월,159,1,241,37,201,3
대전,서구,04월,190,1,308,50,239,19
대전,서구,05월,190,2,310,54,243,13
대전,서구,06월,194,1,275,51,217,7
대전,서구,07월,173,0,260,44,210,6
대전,서구,08월,207,2,283,51,223,9
대전,서구,09월,189,1,284,53,223,8
대전,서구,10월,188,2,280,62,210,8
대전,서구,11월,223,4,336,66,255,15
대전,서구,12월,218,1,325,67,246,12
대전,유성구,01월,122,1,197,45,141,11
대전,유성구,02월,114,1,223,24,191,8
대전,유성구,03월,154,3,259,50,201,8
대전,유성구,04월,157,1,252,48,194,10
대전,유성구,05월,171,2,262,52,192,18
대전,유성구,06월,151,4,209,39,157,13
대전,유성구,07월,160,0,259,48,195,16
대전,유성구,08월,139,1,203,44,152,7
대전,유성구,09월,138,1,226,42,176,8
대전,유성구,10월,177,0,332,48,253,31
대전,유성구,11월,178,5,281,62,204,15
대전,유성구,12월,154,2,219,41,174,4
대전,대덕구,01월,81,3,114,25,84,5
대전,대덕구,02월,70,5,90,18,65,7
대전,대덕구,03월,94,1,130,23,102,5
대전,대덕구,04월,91,3,119,22,95,2
대전,대덕구,05월,74,0,92,26,63,3
대전,대덕구,06월,78,2,98,20,69,9
대전,대덕구,07월,80,3,106,21,80,5
대전,대덕구,08월,81,1,108,20,83,5
대전,대덕구,09월,75,3,102,25,73,4
대전,대덕구,10월,89,1,135,27,101,7
대전,대덕구,11월,102,6,190,50,135,5
대전,대덕구,12월,110,2,142,36,92,14
울산,중구,01월,77,0,106,35,64,7
울산,중구,02월,77,1,106,33,62,11
울산,중구,03월,72,0,101,27,55,19
울산,중구,04월,95,2,132,36,81,15
울산,중구,05월,70,0,92,30,50,12
울산,중구,06월,90,1,140,41,88,11
울산,중구,07월,90,0,133,46,78,9
울산,중구,08월,94,1,153,46,99,8
울산,중구,09월,79,3,137,44,81,12
울산,중구,10월,72,1,122,35,78,9
울산,중구,11월,76,2,126,45,67,14
울산,중구,12월,78,2,120,44,65,11
울산,남구,01월,126,0,183,52,124,7
울산,남구,02월,106,0,140,43,89,8
울산,남구,03월,137,2,222,72,146,4
울산,남구,04월,132,2,167,46,111,10
울산,남구,05월,126,3,189,68,99,22
울산,남구,06월,125,3,190,54,123,13
울산,남구,07월,123,3,172,56,113,3
울산,남구,08월,103,0,152,48,98,6
울산,남구,09월,123,3,160,51,101,8
울산,남구,10월,109,1,151,43,96,12
울산,남구,11월,109,2,171,50,114,7
울산,남구,12월,112,4,166,42,117,7
울산,동구,01월,60,0,74,34,40,0
울산,동구,02월,42,0,47,19,28,0
울산,동구,03월,50,0,60,18,42,0
울산,동구,04월,54,1,84,21,63,0
울산,동구,05월,36,0,61,13,48,0
울산,동구,06월,28,0,38,10,28,0
울산,동구,07월,41,0,55,18,34,3
울산,동구,08월,30,0,44,14,29,1
울산,동구,09월,29,0,50,10,39,1
울산,동구,10월,39,0,45,17,27,1
울산,동구,11월,39,1,58,20,38,0
울산,동구,12월,25,0,29,17,12,0
울산,북구,01월,40,0,76,19,54,3
울산,북구,02월,60,1,97,23,62,12
울산,북구,03월,47,0,62,15,41,6
울산,북구,04월,76,1,120,47,67,6
울산,북구,05월,78,0,116,31,74,11
울산,북구,06월,57,2,85,23,53,9
울산,북구,07월,56,1,76,26,41,9
울산,북구,08월,52,0,69,25,38,6
울산,북구,09월,44,1,78,15,56,7
울산,북구,10월,60,0,96,34,52,10
울산,북구,11월,63,2,100,42,53,5
울산,북구,12월,61,1,84,24,56,4
울산,울주군,01월,70,4,132,29,82,21
울산,울주군,02월,71,1,111,25,75,11
울산,울주군,03월,84,3,117,37,62,18
울산,울주군,04월,80,3,144,45,85,14
울산,울주군,05월,76,1,130,39,71,20
울산,울주군,06월,65,1,105,35,55,15
울산,울주군,07월,79,0,119,34,70,15
울산,울주군,08월,85,5,134,43,65,26
울산,울주군,09월,75,1,124,29,70,25
울산,울주군,10월,78,11,135,45,67,23
울산,울주군,11월,81,1,121,28,70,23
울산,울주군,12월,84,3,133,28,87,18
세종,세종,01월,43,2,87,29,56,2
세종,세종,02월,34,2,48,7,38,3
세종,세종,03월,46,3,70,15,51,4
세종,세종,04월,43,0,52,19,26,7
세종,세종,05월,44,3,62,21,39,2
세종,세종,06월,46,2,77,18,55,4
세종,세종,07월,41,1,63,21,36,6
세종,세종,08월,46,3,66,21,44,1
세종,세종,09월,45,2,67,24,38,5
세종,세종,10월,37,2,64,16,41,7
세종,세종,11월,49,1,71,23,48,0
세종,세종,12월,47,4,65,11,53,1
