시도,시군구,월,발생건수,사망자수,부상자수,중상,경상,부상신고
전남,나주시,10월,67,3,102,26,69,7
전남,나주시,11월,57,2,92,12,71,9
전남,나주시,12월,70,1,139,23,107,9
전남,광양시,01월,56,3,99,25,67,7
전남,광양시,02월,60,2,95,15,78,2
전남,광양시,03월,57,1,102,25,74,3
전남,광양시,04월,60,0,88,16,70,2
전남,광양시,05월,72,0,120,33,84,3
전남,광양시,06월,53,0,90,20,68,2
전남,광양시,07월,74,1,122,21,96,5
전남,광양시,08월,59,0,108,23,75,10
전남,광양시,09월,59,2,94,21,73,0
전남,광양시,10월,88,4,140,26,108,6
전남,광양시,11월,66,1,98,20,74,4
전남,광양시,12월,58,2,99,16,81,2
전남,담양군,01월,18,0,44,12,31,1
전남,담양군,02월,17,0,24,7,17,0
전남,담양군,03월,19,1,35,7,28,0
전남,담양군,04월,20,2,39,6,31,2
전남,담양군,05월,31,3,55,19,35,1
전남,담양군,06월,32,0,59,20,39,0
전남,담양군,07월,22,2,39,13,26,0
전남,담양군,08월,23,0,40,6,32,2
전남,담양군,09월,25,2,41,15,23,3
전남,담양군,10월,25,4,43,9,32,2
전남,담양군,11월,22,2,38,9,29,0
전남,담양군,12월,15,0,31,7,24,0
전남,곡성군,01월,11,1,80,6,73,1
전남,곡성군,02월,6,0,10,4,5,1
전남,곡성군,03월,8,2,12,5,7,0
전남,곡성군,04월,17,0,26,9,16,1
전남,곡성군,05월,15,0,25,7,17,1
전남,곡성군,06월,12,2,17,7,10,0
전남,곡성군,07월,7,0,12,3,8,1
전남,곡성군,08월,11,0,22,4,18,0
전남,곡성군,09월,5,0,10,6,4,0
전남,곡성군,10월,14,1,28,13,15,0
전남,곡성군,11월,12,0,27,8,19,0
전남,곡성군,12월,14,1,15,8,7,0
전남,구례군,01월,6,0,8,2,6,0
전남,구례군,02월,3,0,4,2,2,0
전남,구례군,03월,14,1,24,6,17,1
전남,구례군,04월,18,1,35,12,23,0
전남,구례군,05월,7,0,14,4,10,0
전남,구례군,06월,14,0,24,6,17,1
전남,구례군,07월,10,0,16,2,13,1
전남,구례군,08월,18,2,27,6,21,0
전남,구례군,09월,17,1,26,7,19,0
전남,구례군,10월,13,0,16,6,10,0
전남,구례군,11월,15,1,31,5,26,0
전남,구례군,12월,9,0,13,4,9,0
전남,고흥군,01월,14,0,18,10,8,0
전남,고흥군,02월,27,1,29,15,14,0
전남,고흥군,03월,26,2,34,17,15,2
전남,고흥군,04월,25,1,44,17,27,0
전남,고흥군,05월,24,2,27,11,12,4
전남,고흥군,06월,20,1,32,14,15,3
전남,고흥군,07월,30,2,46,15,30,1
전남,고흥군,08월,27,1,36,12,24,0
전남,고흥군,09월,20,4,23,11,12,0
전남,고흥군,10월,20,2,24,15,9,0
전남,고흥군,11월,21,1,31,12,18,1
전남,고흥군,12월,23,1,38,14,24,0
전남,보성군,01월,17,2,26,8,17,1
전남,보성군,02월,13,0,26,5,19,2
전남,보성군,03월,21,1,35,13,19,3
전남,보성군,04월,27,4,44,18,24,2
전남,보성군,05월,24,1,36,8,25,3
전남,보성군,06월,9,0,16,7,8,1
전남,보성군,07월,17,1,35,10,19,6
전남,보성군,08월,23,3,30,13,16,1
전남,보성군,09월,23,0,35,8,24,3
전남,보성군,10월,18,0,34,7,26,1
전남,보성군,11월,16,2,20,6,13,1
전남,보성군,12월,21,0,46,14,32,0
전남,화순군,01월,14,1,24,3,20,1
전남,화순군,02월,17,1,23,11,12,0
전남,화순군,03월,25,2,36,9,22,5
전남,화순군,04월,15,0,27,4,22,1
전남,화순군,05월,20,1,40,5,35,0
전남,화순군,06월,21,0,34,12,19,3
전남,화순군,07월,23,1,42,11,28,3
전남,화순군,08월,26,0,39,10,27,2
전남,화순군,09월,32,0,54,13,39,2
전남,화순군,10월,26,1,48,11,34,3
전남,화순군,11월,37,2,60,16,42,2
전남,화순군,12월,22,0,29,10,17,2
전남,장흥군,01월,17,0,26,8,17,1
전남,장흥군,02월,18,1,29,4,25,0
전남,장흥군,03월,22,1,35,11,19,5
전남,장흥군,04월,17,1,22,8,14,0
전남,장흥군,05월,26,3,43,9,33,1
전남,장흥군,06월,19,0,30,16,13,1
전남,장흥군,07월,19,0,32,8,22,2
전남,장흥군,08월,20,2,24,9,15,0
전남,장흥군,09월,14,1,23,10,13,0
전남,장흥군,10월,33,3,48,17,31,0
전남,장흥군,11월,22,0,34,12,22,0
전남,장흥군,12월,14,0,17,4,12,1
전남,강진군,01월,15,0,28,6,22,0
전남,강진군,02월,14,2,27,13,10,4
전남,강진군,03월,26,0,53,9,43,1
전남,강진군,04월,27,0,37,16,20,1
전남,강진군,05월,36,2,54,13,39,2
전남,강진군,06월,17,1,31,10,19,2
전남,강진군,07월,23,1,36,8,26,2
전남,강진군,08월,27,1,47,13,32,2
전남,강진군,09월,26,1,39,7,31,1
전남,강진군,10월,19,1,30,9,21,0
전남,강진군,11월,31,0,45,18,25,2
전남,강진군,12월,17,0,23,7,15,1
전남,해남군,01월,24,3,49,12,32,5
전남,해남군,02월,26,1,37,7,26,4
전남,해남군,03월,26,1,45,13,30,2
전남,해남군,04월,32,1,53,7,43,3
전남,해남군,05월,42,3,72,14,54,4
전남,해남군,06월,31,3,45,8,36,1
전남,해남군,07월,35,0,59,11,46,2
전남,해남군,08월,29,5,56,21,35,0
전남,해남군,09월,38,1,78,13,65,0
전남,해남군,10월,36,1,64,12,50,2
전남,해남군,11월,48,4,65,19,45,1
전남,해남군,12월,33,1,55,14,40,1
전남,영암군,01월,32,3,59,10,47,2
전남,영암군,02월,34,0,88,17,68,3
전남,영암군,03월,41,5,70,15,50,5
전남,영암군,04월,40,3,75,19,53,3
전남,영암군,05월,39,3,66,20,45,1
전남,영암군,06월,27,2,40,10,28,2
전남,영암군,07월,50,2,95,23,65,7
전남,영암군,08월,45,0,67,19,46,2
전남,영암군,09월,41,1,72,23,47,2
전남,영암군,10월,48,3,75,22,53,0
전남,영암군,11월,37,0,69,18,50,1
전남,영암군,12월,27,3,48,6,37,5
전남,무안군,01월,34,2,76,18,54,4
전남,무안군,02월,25,0,39,7,30,2
전남,무안군,03월,29,4,42,9,33,0
전남,무안군,04월,38,1,105,37,68,0
전남,무안군,05월,45,1,81,20,57,4
전남,무안군,06월,26,1,46,12,31,3
전남,무안군,07월,33,0,55,15,37,3
전남,무안군,08월,39,0,67,20,45,2
전남,무안군,09월,30,1,41,5,33,3
전남,무안군,10월,35,3,65,15,49,1
전남,무안군,11월,30,3,45,9,34,2
전남,무안군,12월,35,1,59,20,36,3
전남,함평군,01월,7,1,10,3,4,3
전남,함평군,02월,13,3,14,6,8,0
전남,함평군,03월,9,0,13,5,7,1
전남,함평군,04월,13,0,26,5,17,4
전남,함평군,05월,21,2,44,8,31,5
전남,함평군,06월,24,1,50,6,39,5
전남,함평군,07월,13,2,27,6,20,1
전남,함평군,08월,9,2,16,7,9,0
전남,함평군,09월,20,2,60,7,49,4
전남,함평군,10월,13,0,20,8,11,1
전남,함평군,11월,11,0,23,6,15,2
전남,함평군,12월,14,0,23,2,18,3
전남,영광군,01월,16,1,29,3,25,1
전남,영광군,02월,19,0,33,11,21,1
전남,영광군,03월,21,0,34,2,27,5
전남,영광군,04월,23,1,37,10,26,1
전남,영광군,05월,22,0,33,7,26,0
전남,영광군,06월,28,1,49,14,32,3
전남,영광군,07월,28,0,60,24,33,3
전남,영광군,08월,29,1,51,14,33,4
전남,영광군,09월,24,3,51,9,40,2
전남,영광군,10월,15,1,25,5,19,1
전남,영광군,11월,17,1,31,10,21,0
전남,영광군,12월,15,3,13,6,7,0
전남,장성군,01월,15,3,25,1,23,1
전남,장성군,02월,9,1,14,2,12,0
전남,장성군,03월,19,1,22,7,13,2
전남,장성군,04월,17,2,35,6,27,2
전남,장성군,05월,24,0,30,3,26,1
전남,장성군,06월,16,0,24,10,14,0
전남,장성군,07월,18,1,24,4,19,1
전남,장성군,08월,21,0,32,8,24,0
전남,장성군,09월,15,1,19,4,14,1
전남,장성군,10월,27,0,51,7,41,3
전남,장성군,11월,28,2,50,8,42,0
전남,장성군,12월,17,2,33,6,23,4
전남,완도군,01월,9,1,10,4,6,0
전남,완도군,02월,11,2,23,2,20,1
전남,완도군,03월,16,1,19,11,8,0
전남,완도군,04월,15,0,20,9,9,2
전남,완도군,05월,18,1,28,8,20,0
전남,완도군,06월,15,1,18,7,11,0
전남,완도군,07월,14,3,17,6,11,0
전남,완도군,08월,23,1,49,15,33,1
전남,완도군,09월,9,0,16,2,14,0
전남,완도군,10월,14,1,17,7,9,1
전남,완도군,11월,13,1,17,8,9,0
전남,완도군,12월,16,1,22,13,9,0
전남,진도군,01월,7,2,13,6,7,0
전남,진도군,02월,10,0,15,7,8,0
전남,진도군,03월,11,2,12,3,9,0
전남,진도군,04월,7,1,13,1,10,2
전남,진도군,05월,9,0,13,4,9,0
전남,진도군,06월,6,0,11,3,7,1
전남,진도군,07월,14,0,27,6,15,6
전남,진도군,08월,12,0,14,8,5,1
전남,진도군,09월,4,0,4,1,3,0
전남,진도군,10월,12,0,14,6,8,0
전남,진도군,11월,5,1,7,3,4,0
전남,진도군,12월,4,0,4,2,2,0
전남,신안군,01월,2,0,2,2,0,0
전남,신안군,02월,2,0,6,4,2,0
전남,신안군,03월,9,1,10,6,4,0
전남,신안군,04월,9,0,13,8,5,0
전남,신안군,05월,11,1,14,10,4,0
전남,신안군,06월,15,0,20,12,7,1
전남,신안군,07월,11,2,14,5,9,0
전남,신안군,08월,9,1,10,6,4,0
전남,신안군,09월,14,1,18,7,11,0
전남,신안군,10월,12,2,24,7,17,0
전남,신안군,11월,14,2,21,11,10,0
전남,신안군,12월,3,0,4,1,3,0
경북,포항시,01월,222,5,350,75,255,20
경북,포항시,02월,192,4,328,70,246,12
경북,포항시,03월,228,4,336,75,239,22
경북,포항시,04월,226,2,346,79,248,19
경북,포항시,05월,262,6,415,105,293,17
경북,포항시,06월,225,2,349,73,262,14
경북,포항시,07월,241,5,369,84,265,20
경북,포항시,08월,239,1,342,81,247,14
경북,포항시,09월,241,6,368,82,278,8
경북,포항시,10월,256,3,410,103,289,18
경북,포항시,11월,250,6,378,74,295,9
경북,포항시,12월,230,5,358,72,276,10
경북,경주시,01월,138,7,236,74,141,21
경북,경주시,02월,122,5,236,74,148,14
경북,경주시,03월,134,5,216,80,112,24
경북,경주시,04월,182,7,281,82,188,11
경북,경주시,05월,152,2,243,85,146,12
경북,경주시,06월,154,3,251,77,160,14
경북,경주시,07월,151,5,233,73,137,23
경북,경주시,08월,140,6,234,71,156,7
경북,경주시,09월,130,4,213,50,151,12
경북,경주시,10월,141,2,203,63,130,10
경북,경주시,11월,139,5,199,77,110,12
경북,경주시,12월,132,7,188,59,109,20
경북,김천시,01월,29,3,41,21,20,0
경북,김천시,02월,34,4,47,12,34,1
경북,김천시,03월,46,0,65,16,49,0
경북,김천시,04월,50,4,79,27,50,2
경북,김천시,05월,53,1,77,32,44,1
경북,김천시,06월,46,2,60,17,43,0
경북,김천시,07월,49,0,80,20,59,1
경북,김천시,08월,49,1,67,26,40,1
경북,김천시,09월,50,1,64,19,44,1
경북,김천시,10월,57,2,83,36,45,2
경북,김천시,11월,60,3,80,28,51,1
경북,김천시,12월,42,2,55,17,35,3
경북,안동시,01월,75,5,107,27,78,2
경북,안동시,02월,59,1,99,21,76,2
경북,안동시,03월,98,4,189,45,121,23
경북,안동시,04월,99,3,145,56,82,7
경북,안동시,05월,99,2,146,45,93,8
경북,안동시,06월,88,1,157,36,113,8
경북,안동시,07월,81,1,135,35,92,8
경북,안동시,08월,94,1,162,50,109,3
경북,안동시,09월,97,3,158,56,96,6
경북,안동시,10월,92,7,129,38,85,6
경북,안동시,11월,91,10,130,39,89,2
경북,안동시,12월,87,0,122,37,75,10
경북,구미시,01월,139,4,197,51,124,22
경북,구미시,02월,131,0,215,49,151,15
경북,구미시,03월,157,5,231,54,164,13
경북,구미시,04월,183,1,288,76,196,16
경북,구미시,05월,164,3,257,70,165,22
경북,구미시,06월,173,3,245,77,145,23
경북,구미시,07월,180,4,261,76,155,30
경북,구미시,08월,168,1,266,64,174,28
경북,구미시,09월,172,4,275,63,195,17
경북,구미시,10월,182,5,256,71,160,25
경북,구미시,11월,184,3,272,66,187,19
경북,구미시,12월,159,7,236,66,157,13
경북,영주시,01월,45,0,71,23,46,2
경북,영주시,02월,39,1,60,19,39,2
경북,영주시,03월,45,1,71,20,48,3
경북,영주시,04월,49,0,63,16,42,5
경북,영주시,05월,64,1,99,31,62,6
경북,영주시,06월,45,1,59,16,41,2
경북,영주시,07월,54,1,83,26,54,3
경북,영주시,08월,52,1,75,24,50,1
경북,영주시,09월,47,1,64,17,45,2
경북,영주시,10월,71,0,108,34,71,3
경북,영주시,11월,52,3,81,28,51,2
경북,영주시,12월,51,1,72,21,49,2
경북,영천시,01월,36,2,59,27,30,2
경북,영천시,02월,45,0,74,28,40,6
경북,영천시,03월,59,1,101,27,63,11
경북,영천시,04월,65,2,96,25,70,1
경북,영천시,05월,59,1,111,32,74,5
경북,영천시,06월,54,3,77,13,63,1
경북,영천시,07월,54,3,88,22,64,2
경북,영천시,08월,69,1,110,33,72,5
경북,영천시,09월,51,0,92,25,64,3
경북,영천시,10월,61,3,92,21,66,5
경북,영천시,11월,67,5,101,23,77,1
경북,영천시,12월,51,2,94,22,70,2
경북,문경시,01월,33,3,44,6,37,1
경북,문경시,02월,31,0,58,20,37,1
경북,문경시,03월,31,1,49,14,35,0
경북,문경시,04월,45,3,60,15,43,2
경북,문경시,05월,40,0,78,21,55,2
경북,문경시,06월,27,1,40,16,18,6
경북,문경시,07월,38,1,57,18,36,3
경북,문경시,08월,50,2,71,24,47,0
경북,문경시,09월,38,1,71,19,50,2
경북,문경시,10월,44,2,68,20,44,4
경북,문경시,11월,48,3,92,24,62,6
경북,문경시,12월,35,1,53,18,33,2
경북,상주시,01월,33,0,46,22,24,0
경북,상주시,02월,44,2,56,26,30,0
경북,상주시,03월,36,1,59,22,35,2
경북,상주시,04월,51,1,78,43,31,4
경북,상주시,05월,50,3,74,35,39,0
경북,상주시,06월,49,2,62,27,35,0
경북,상주시,07월,56,4,88,33,55,0
경북,상주시,08월,57,4,92,35,56,1
경북,상주시,09월,62,3,86,23,59,4
경북,상주시,10월,48,2,63,22,40,1
경북,상주시,11월,51,2,75,26,49,0
경북,상주시,12월,48,2,75,28,47,0
경북,군위군,01월,8,2,7,3,2,2
경북,군위군,02월,8,2,8,0,6,2
경북,군위군,03월,10,3,15,9,5,1
경북,군위군,04월,9,2,13,10,3,0
경북,군위군,05월,6,0,19,5,14,0
경북,군위군,06월,16,1,18,8,6,4
경북,군위군,07월,9,2,13,5,5,3
경북,군위군,08월,14,3,12,7,5,0
경북,군위군,09월,8,0,12,4,8,0
경북,군위군,10월,14,1,19,6,12,1
경북,군위군,11월,10,1,14,7,6,1
경북,군위군,12월,5,1,4,4,0,0
경북,의성군,01월,17,2,21,8,13,0
경북,의성군,02월,17,3,22,14,7,1
경북,의성군,03월,13,0,17,6,11,0
경북,의성군,04월,24,1,39,11,27,1
경북,의성군,05월,25,1,38,14,24,0
경북,의성군,06월,25,2,30,15,14,1
경북,의성군,07월,17,4,17,11,5,1
경북,의성군,08월,23,3,30,17,13,0
경북,의성군,09월,20,1,24,11,13,0
경북,의성군,10월,20,0,30,15,14,1
경북,의성군,11월,15,3,13,11,2,0
경북,의성군,12월,25,2,42,17,25,0
경북,청송군,01월,8,0,18,11,7,0
경북,청송군,02월,5,0,7,5,2,0
경북,청송군,03월,10,2,17,9,8,0
경북,청송군,04월,17,0,32,11,20,1
경북,청송군,05월,9,0,13,7,6,0
경북,청송군,06월,6,0,8,3,5,0
경북,청송군,07월,7,2,9,6,2,1
경북,청송군,08월,7,0,10,5,5,0
경북,청송군,09월,10,1,10,6,4,0
경북,청송군,10월,11,2,14,6,8,0
경북,청송군,11월,8,0,15,7,8,0
경북,청송군,12월,8,1,11,7,3,1
경북,영양군,01월,3,0,3,1,2,0
경북,영양군,02월,4,1,6,1,4,1
경북,영양군,03월,7,0,11,9,2,0
경북,영양군,04월,6,0,9,5,4,0
경북,영양군,05월,2,0,2,1,1,0
경북,영양군,06월,10,1,15,6,8,1
경북,영양군,07월,9,0,17,8,9,0
경북,영양군,08월,8,0,13,7,5,1
경북,영양군,09월,10,1,12,6,6,0
경북,영양군,10월,3,0,4,1,3,0
경북,영양군,11월,12,1,14,5,9,0
경북,영양군,12월,7,1,10,7,3,0
경북,영덕군,01월,17,0,44,14,29,1
경북,영덕군,02월,17,2,24,7,16,1
경북,영덕군,03월,21,1,31,8,23,0
경북,영덕군,04월,18,1,31,6,25,0
경북,영덕군,05월,13,1,25,11,14,0
경북,영덕군,06월,22,1,38,15,21,2
경북,영덕군,07월,17,1,27,9,17,1
경북,영덕군,08월,28,2,55,14,39,2
경북,영덕군,09월,23,2,33,6,27,0
경북,영덕군,10월,26,0,73,24,49,0
경북,영덕군,11월,24,3,32,14,18,0
경북,영덕군,12월,29,3,50,25,24,1
경북,청도군,01월,5,0,10,3,7,0
경북,청도군,02월,13,2,24,8,16,0
경북,청도군,03월,16,6,23,6,16,1
경북,청도군,04월,16,2,19,7,12,0
경북,청도군,05월,10,0,15,3,12,0
경북,청도군,06월,25,1,44,16,28,0
경북,청도군,07월,15,1,27,9,17,1
경북,청도군,08월,17,0,26,10,16,0
경북,청도군,09월,20,3,31,9,22,0
경북,청도군,10월,13,0,20,8,10,2
경북,청도군,11월,17,2,25,7,18,0
경북,청도군,12월,16,2,23,10,12,1
경북,고령군,01월,14,0,18,7,11,0
경북,고령군,02월,11,1,12,4,8,0
경북,고령군,03월,20,1,25,7,18,0
경북,고령군,04월,18,0,24,6,18,0
경북,고령군,05월,24,0,40,17,23,0
경북,고령군,06월,16,1,19,8,11,0
경북,고령군,07월,23,0,33,12,21,0
경북,고령군,08월,19,2,23,7,15,1
경북,고령군,09월,13,1,15,1,14,0
경북,고령군,10월,14,2,17,9,7,1
경북,고령군,11월,21,0,33,12,19,2
경북,고령군,12월,21,1,23,7,15,1
경북,성주군,01월,17,4,24,16,8,0
경북,성주군,02월,23,1,28,15,13,0
경북,성주군,03월,19,2,29,9,20,0
경북,성주군,04월,26,0,46,23,23,0
경북,성주군,05월,22,1,40,19,21,0
경북,성주군,06월,18,1,23,12,11,0
경북,성주군,07월,22,1,38,8,30,0
경북,성주군,08월,16,3,25,8,16,1
경북,성주군,09월,22,3,26,15,11,0
경북,성주군,10월,21,6,27,12,15,0
경북,성주군,11월,18,0,28,10,18,0
경북,성주군,12월,25,3,32,11,21,0
경북,칠곡군,01월,54,3,98,23,59,16
경북,칠곡군,02월,47,1,80,19,51,10
경북,칠곡군,03월,59,0,98,20,51,27
경북,칠곡군,04월,77,1,151,32,86,33
경북,칠곡군,05월,78,3,140,34,86,20
경북,칠곡군,06월,59,3,86,28,40,18
경북,칠곡군,07월,70,5,125,35,71,19
경북,칠곡군,08월,54,3,86,27,49,10
경북,칠곡군,09월,54,0,77,22,35,20
경북,칠곡군,10월,66,2,103,27,56,20
경북,칠곡군,11월,65,2,101,27,54,20
경북,칠곡군,12월,65,0,100,26,57,17
경북,예천군,01월,7,0,16,10,6,0
경북,예천군,02월,10,2,20,12,7,1
경북,예천군,03월,12,2,16,13,3,0
경북,예천군,04월,20,3,21,14,7,0
경북,예천군,05월,14,0,20,12,8,0
경북,예천군,06월,18,1,26,17,9,0
경북,예천군,07월,18,3,22,14,8,0
경북,예천군,08월,17,1,19,13,6,0
경북,예천군,09월,12,1,17,10,7,0
경북,예천군,10월,19,2,24,16,8,0
경북,예천군,11월,15,2,23,11,12,0
경북,예천군,12월,12,2,17,14,3,0
경북,봉화군,01월,9,1,16,3,12,1
경북,봉화군,02월,7,1,14,3,9,2
경북,봉화군,03월,14,1,30,13,13,4
경북,봉화군,04월,12,1,17,5,11,1
경북,봉화군,05월,23,1,38,17,17,4
경북,봉화군,06월,16,0,24,8,11,5
경북,봉화군,07월,13,1,27,10,16,1
경북,봉화군,08월,17,0,27,11,14,2
경북,봉화군,09월,11,0,15,8,7,0
경북,봉화군,10월,9,1,12,2,9,1
경북,봉화군,11월,9,0,18,3,13,2
경북,봉화군,12월,12,0,20,6,14,0
경북,울진군,01월,14,1,20,9,11,0
경북,울진군,02월,19,0,30,8,21,1
경북,울진군,03월,20,1,35,13,22,0
경북,울진군,04월,19,0,24,13,9,2
경북,울진군,05월,17,1,24,6,17,1
경북,울진군,06월,12,0,16,5,11,0
경북,울진군,07월,15,2,21,7,13,1
경북,울진군,08월,27,0,35,11,16,8
경북,울진군,09월,23,0,28,12,16,0
경북,울진군,10월,11,1,14,7,6,1
경북,울진군,11월,12,1,13,12,1,0
경북,울진군,12월,17,0,26,14,12,0
경북,울릉군,04월,4,0,4,2,1,1
경북,울릉군,05월,4,0,4,0,3,1
경북,울릉군,06월,1,0,1,0,1,0
경북,울릉군,07월,1,0,3,0,3,0
경북,울릉군,08월,1,0,1,1,0,0
경북,울릉군,09월,1,0,2,1,1,0
경북,울릉군,10월,2,1,1,0,0,1
경북,울릉군,11월,2,0,2,0,1,1
경북,울릉군,12월,2,0,4,1,3,0
경북,경산시,01월,116,1,173,43,126,4
경북,경산시,02월,95,1,132,38,89,5
경북,경산시,03월,133,2,187,52,130,5
경북,경산시,04월,124,2,171,50,114,7
경북,경산시,05월,137,3,176,40,133,3
경북,경산시,06월,112,5,159,37,114,8
경북,경산시,07월,121,1,186,42,139,5
경북,경산시,08월,93,3,151,39,110,2
경북,경산시,09월,119,2,182,46,130,6
경북,경산시,10월,138,6,190,52,126,12
경북,경산시,11월,119,2,170,49,119,2
경북,경산시,12월,104,1,129,38,89,2
경남,진주시,01월,74,3,92,54,36,2
경남,진주시,02월,66,2,78,44,28,6
경남,진주시,03월,81,4,136,67,65,4
경남,진주시,04월,96,3,123,63,55,5
경남,진주시,05월,93,3,130,69,55,6
경남,진주시,06월,73,1,105,61,44,0
경남,진주시,07월,55,0,82,39,43,0
경남,진주시,08월,69,1,102,58,39,5
경남,진주시,09월,74,3,95,48,47,0
경남,진주시,10월,103,1,123,66,52,5
경남,진주시,11월,72,4,94,68,26,0
경남,진주시,12월,72,4,86,42,40,4
경남,통영시,01월,58,1,85,35,48,2
경남,통영시,02월,65,1,103,33,60,10
경남,통영시,03월,68,0,115,38,71,6
경남,통영시,04월,68,0,106,39,66,1
경남,통영시,05월,63,1,97,27,68,2
경남,통영시,06월,63,2,101,27,72,2
경남,통영시,07월,48,1,74,23,49,2
경남,통영시,08월,73,1,129,38,86,5
경남,통영시,09월,53,1,67,27,40,0
경남,통영시,10월,62,1,82,36,44,2
경남,통영시,11월,50,1,66,21,45,0
경남,통영시,12월,65,2,90,40,48,2
경남,김해시,01월,168,4,257,103,140,14
경남,김해시,02월,154,4,237,98,124,15
경남,김해시,03월,183,4,239,111,114,14
경남,김해시,04월,183,2,287,121,151,15
경남,김해시,05월,185,2,270,100,158,12
경남,김해시,06월,174,2,269,93,153,23
경남,김해시,07월,213,3,324,116,196,12
경남,김해시,08월,180,1,274,104,155,15
경남,김해시,09월,191,5,293,86,193,14
경남,김해시,10월,163,4,242,92,143,7
경남,김해시,11월,181,8,254,91,154,9
경남,김해시,12월,186,5,276,82,178,16
경남,밀양시,01월,27,1,38,18,18,2
경남,밀양시,02월,43,1,65,23,34,8
경남,밀양시,03월,32,1,50,18,31,1
경남,밀양시,04월,44,1,73,21,48,4
경남,밀양시,05월,44,0,60,18,42,0
경남,밀양시,06월,35,1,48,23,22,3
경남,밀양시,07월,42,0,63,23,33,7
경남,밀양시,08월,56,4,90,31,55,4
경남,밀양시,09월,49,1,68,26,41,1
경남,밀양시,10월,31,2,45,14,27,4
경남,밀양시,11월,50,3,75,34,41,0
경남,밀양시,12월,35,3,43,21,22,0
경남,거제시,01월,107,1,149,42,103,4
경남,거제시,02월,92,5,138,51,87,0
경남,거제시,03월,82,1,114,37,75,2
경남,거제시,04월,85,1,127,52,69,6
경남,거제시,05월,83,1,120,40,77,3
경남,거제시,06월,97,3,108,35,70,3
경남,거제시,07월,94,2,146,53,92,1
경남,거제시,08월,81,0,127,45,80,2
경남,거제시,09월,81,2,117,35,78,4
경남,거제시,10월,76,2,146,50,95,1
경남,거제시,11월,135,4,176,55,116,5
경남,거제시,12월,102,4,142,55,86,1
경남,의령군,01월,9,0,15,7,6,2
경남,의령군,02월,10,0,14,7,5,2
경남,의령군,03월,9,2,12,6,5,1
경남,의령군,04월,16,0,27,8,15,4
경남,의령군,05월,9,0,11,3,7,1
경남,의령군,06월,12,3,18,8,7,3
경남,의령군,07월,11,0,16,11,2,3
경남,의령군,08월,13,1,24,10,12,2
경남,의령군,09월,10,0,12,4,6,2
경남,의령군,10월,12,1,19,11,7,1
경남,의령군,11월,6,0,8,3,5,0
경남,의령군,12월,5,0,9,2,5,2
경남,함안군,01월,24,0,40,14,26,0
경남,함안군,02월,18,4,25,11,14,0
경남,함안군,03월,26,1,54,26,28,0
경남,함안군,04월,24,0,44,15,28,1
경남,함안군,05월,17,4,30,8,21,1
경남,함안군,06월,13,1,13,4,9,0
경남,함안군,07월,23,2,24,8,15,1
경남,함안군,08월,17,2,26,9,16,1
경남,함안군,09월,20,0,26,8,17,1
경남,함안군,10월,29,3,30,13,17,0
경남,함안군,11월,15,0,23,10,13,0
경남,함안군,12월,33,4,36,9,27,0
경남,창녕군,01월,32,0,51,23,25,3
경남,창녕군,02월,35,2,67,24,40,3
경남,창녕군,03월,33,1,50,32,14,4
경남,창녕군,04월,28,1,36,19,11,6
경남,창녕군,05월,29,3,40,20,19,1
경남,창녕군,06월,23,0,31,18,9,4
경남,창녕군,07월,21,1,31,11,19,1
경남,창녕군,08월,36,2,44,27,13,4
경남,창녕군,09월,36,4,53,20,28,5
경남,창녕군,10월,27,5,49,22,24,3
경남,창녕군,11월,30,2,43,22,18,3
경남,창녕군,12월,33,3,45,21,24,0
경남,양산시,01월,91,0,133,27,88,18
경남,양산시,02월,102,2,137,40,75,22
경남,양산시,03월,125,2,190,48,108,34
경남,양산시,04월,118,3,172,46,96,30
경남,양산시,05월,95,1,150,44,90,16
경남,양산시,06월,118,0,168,45,101,22
경남,양산시,07월,108,2,180,51,101,28
경남,양산시,08월,86,4,126,29,80,17
경남,양산시,09월,97,2,140,39,79,22
경남,양산시,10월,106,3,138,36,81,21
경남,양산시,11월,93,2,142,30,96,16
경남,양산시,12월,111,1,170,50,102,18
경남,고성군,01월,20,1,29,15,14,0
경남,고성군,02월,25,3,28,12,16,0
경남,고성군,03월,22,1,30,14,16,0
경남,고성군,04월,14,0,25,10,15,0
경남,고성군,05월,27,1,37,19,17,1
경남,고성군,06월,20,2,26,9,17,0
경남,고성군,07월,18,3,18,10,8,0
경남,고성군,08월,20,5,22,13,9,0
경남,고성군,09월,15,2,20,8,12,0
경남,고성군,10월,19,1,24,13,11,0
경남,고성군,11월,21,1,41,13,28,0
경남,고성군,12월,18,1,26,13,13,0
경남,사천시,01월,49,1,69,14,39,16
경남,사천시,02월,44,0,85,14,61,10
경남,사천시,03월,56,2,77,22,46,9
경남,사천시,04월,54,0,78,29,43,6
경남,사천시,05월,43,2,61,20,35,6
경남,사천시,06월,39,1,64,21,38,5
경남,사천시,07월,46,1,69,22,37,10
경남,사천시,08월,50,1,92,34,32,26
경남,사천시,09월,42,0,80,23,40,17
경남,사천시,10월,59,0,107,27,64,16
경남,사천시,11월,60,2,101,33,49,19
경남,사천시,12월,37,1,63,16,39,8
경남,남해군,01월,12,0,18,5,10,3
경남,남해군,02월,16,0,26,4,18,4
경남,남해군,03월,22,2,32,16,12,4
경남,남해군,04월,22,1,40,20,19,1
경남,남해군,05월,15,1,27,9,15,3
